timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1751381993580,436,GET POI Types,200,,Thread Group 1-1,text,true,,700,130,1,1,http://137.43.49.25:443/api/poitypes,433,0,22
1751381994019,427,GET Weather,200,,Thread Group 1-1,text,true,,18980,163,1,1,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,419,0,0
1751381994447,29,GET Zone Busyness,200,,Thread Group 1-1,text,true,,487,185,1,1,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,28,0,0
1751381994476,268,Post Account,201,,Thread Group 1-1,text,true,,582,247,1,1,http://137.43.49.25:443/api/register,267,0,0
1751381994745,257,Post Login,200,,Thread Group 1-1,,true,,490,233,1,1,http://137.43.49.25:443/api/login,257,0,0
1751381995003,23,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,1,1,http://137.43.49.25:443/api/csrf-token,23,0,0
1751381995040,91,Post User Picture,201,,Thread Group 1-1,text,true,,578,9350,1,1,http://137.43.49.25:443/api/user/picture,91,0,0
1751381995133,18,GET User Details,200,,Thread Group 1-1,text,true,,620,231,1,1,http://137.43.49.25:443/api/user,18,0,0
1751381995154,31,GET User Picture,200,,Thread Group 1-1,bin,true,,9295,231,1,1,http://137.43.49.25:443/api/user/picture/user_602_istockphoto-1337144146-612x612.jpg,27,0,0
1751381995186,120,PUT User Details,200,,Thread Group 1-1,text,true,,620,310,1,1,http://137.43.49.25:443/api/user,120,0,0
1751381995308,286,GET Museum Recommendations,200,,Thread Group 1-1,text,true,,37238,328,1,1,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,265,0,0
1751381995597,69,POST Museum Travel Plan,201,,Thread Group 1-1,text,true,,634,492,1,1,http://137.43.49.25:443/api/userplans,69,0,0
1751381995669,289,GET Park Recommendations,200,,Thread Group 1-1,text,true,,245636,349,1,1,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,169,0,0
1751381995960,37,POST Park Travel Plan,201,,Thread Group 1-1,text,true,,632,483,1,1,http://137.43.49.25:443/api/userplans,37,0,0
1751381996021,62,GET POI Types,200,,Thread Group 1-2,text,true,,700,130,2,2,http://137.43.49.25:443/api/poitypes,62,0,8
1751381996085,79,GET Weather,200,,Thread Group 1-2,text,true,,18980,163,2,2,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,72,0,0
1751381996166,23,GET Zone Busyness,200,,Thread Group 1-2,text,true,,487,185,2,2,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,22,0,0
1751381996190,154,Post Account,201,,Thread Group 1-2,text,true,,582,247,2,2,http://137.43.49.25:443/api/register,152,0,0
1751381996346,120,Post Login,200,,Thread Group 1-2,,true,,490,233,2,2,http://137.43.49.25:443/api/login,120,0,0
1751381996466,9,GET CSRF Token,200,,Thread Group 1-2,text,true,,564,185,2,2,http://137.43.49.25:443/api/csrf-token,9,0,0
1751381996476,36,Post User Picture,201,,Thread Group 1-2,text,true,,578,9329,2,2,http://137.43.49.25:443/api/user/picture,36,0,0
1751381996512,16,GET User Details,200,,Thread Group 1-2,text,true,,620,231,2,2,http://137.43.49.25:443/api/user,16,0,0
1751381996529,15,GET User Picture,200,,Thread Group 1-2,bin,true,,9295,231,2,2,http://137.43.49.25:443/api/user/picture/user_603_istockphoto-1337144146-612x612.jpg,14,0,0
1751381995999,586,GET List of Recommendations,200,,Thread Group 1-1,text,true,,1217,1360,2,2,http://137.43.49.25:443/api/pois/recommendation,570,0,0
1751381996586,38,POST Travel Plans,201,,Thread Group 1-1,text,true,,1048,979,2,2,http://137.43.49.25:443/api/userplans/multiple,38,0,0
1751381996626,36,Delete Museum Travel Plan,204,,Thread Group 1-1,,true,,393,295,2,2,http://137.43.49.25:443/api/userplans/3202,0,0,0
1751381996544,137,PUT User Details,200,,Thread Group 1-2,text,true,,620,310,2,2,http://137.43.49.25:443/api/user,137,0,0
1751381996663,30,Delete Parts of Travel Plan,204,,Thread Group 1-1,,true,,393,303,2,2,http://137.43.49.25:443/api/userplans,0,0,0
1751381996693,21,GET Travel Plans,200,,Thread Group 1-1,text,true,,932,268,2,2,http://137.43.49.25:443/api/userplans,20,0,0
1751381996682,65,GET Museum Recommendations,200,,Thread Group 1-2,text,true,,37238,328,2,2,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,51,0,0
1751381996715,36,PUT Travel Plan,200,,Thread Group 1-1,text,true,,632,462,2,2,http://137.43.49.25:443/api/userplans/3203,33,0,0
1751381996753,13,Post Logout,200,,Thread Group 1-1,,true,,498,317,2,2,http://137.43.49.25:443/api/logout,13,0,0
1751381996749,30,POST Museum Travel Plan,201,,Thread Group 1-2,text,true,,634,492,2,2,http://137.43.49.25:443/api/userplans,30,0,0
1751381996766,146,Post Login,200,,Thread Group 1-1,,true,,490,233,2,2,http://137.43.49.25:443/api/login,146,0,0
1751381996779,173,GET Park Recommendations,200,,Thread Group 1-2,text,true,,245636,349,2,2,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,77,0,0
1751381996913,40,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,2,2,http://137.43.49.25:443/api/csrf-token,40,0,0
1751381996954,37,POST Park Travel Plan,201,,Thread Group 1-2,text,true,,632,483,2,2,http://137.43.49.25:443/api/userplans,36,0,0
1751381996954,50,Delete Account,204,,Thread Group 1-1,,true,,393,317,2,2,http://137.43.49.25:443/api/user,0,0,0
1751381997004,15,GET POI Types,200,,Thread Group 1-1,text,true,,700,130,2,2,http://137.43.49.25:443/api/poitypes,15,0,0
1751381997019,81,GET Weather,200,,Thread Group 1-1,text,true,,18980,163,2,2,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,79,0,0
1751381997101,12,GET Zone Busyness,200,,Thread Group 1-1,text,true,,487,185,2,2,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,12,0,0
1751381997115,205,Post Account,201,,Thread Group 1-1,text,true,,582,247,2,2,http://137.43.49.25:443/api/register,205,0,0
1751381996991,413,GET List of Recommendations,200,,Thread Group 1-2,text,true,,1217,1360,2,2,http://137.43.49.25:443/api/pois/recommendation,401,0,0
1751381997322,104,Post Login,200,,Thread Group 1-1,,true,,490,233,2,2,http://137.43.49.25:443/api/login,104,0,0
1751381997427,11,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,2,2,http://137.43.49.25:443/api/csrf-token,11,0,0
1751381997405,35,POST Travel Plans,201,,Thread Group 1-2,text,true,,1048,979,2,2,http://137.43.49.25:443/api/userplans/multiple,35,0,0
1751381997440,21,Post User Picture,201,,Thread Group 1-1,text,true,,578,9344,2,2,http://137.43.49.25:443/api/user/picture,21,0,0
1751381997440,22,Delete Museum Travel Plan,204,,Thread Group 1-2,,true,,393,295,2,2,http://137.43.49.25:443/api/userplans/3208,0,0,0
1751381997461,22,GET User Details,200,,Thread Group 1-1,text,true,,620,231,2,2,http://137.43.49.25:443/api/user,21,0,0
1751381997462,24,Delete Parts of Travel Plan,204,,Thread Group 1-2,,true,,393,303,2,2,http://137.43.49.25:443/api/userplans,0,0,0
1751381997483,17,GET User Picture,200,,Thread Group 1-1,bin,true,,9295,231,2,2,http://137.43.49.25:443/api/user/picture/user_604_istockphoto-1337144146-612x612.jpg,15,0,0
1751381997486,20,GET Travel Plans,200,,Thread Group 1-2,text,true,,932,268,2,2,http://137.43.49.25:443/api/userplans,20,0,0
1751381997507,16,PUT Travel Plan,200,,Thread Group 1-2,text,true,,632,462,2,2,http://137.43.49.25:443/api/userplans/3209,16,0,0
1751381997524,10,Post Logout,200,,Thread Group 1-2,,true,,498,317,2,2,http://137.43.49.25:443/api/logout,10,0,0
1751381997500,113,PUT User Details,200,,Thread Group 1-1,text,true,,620,310,2,2,http://137.43.49.25:443/api/user,113,0,0
1751381997614,40,GET Museum Recommendations,200,,Thread Group 1-1,text,true,,37238,328,2,2,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,27,0,0
1751381997534,124,Post Login,200,,Thread Group 1-2,,true,,490,233,2,2,http://137.43.49.25:443/api/login,124,0,0
1751381997658,14,GET CSRF Token,200,,Thread Group 1-2,text,true,,564,185,2,2,http://137.43.49.25:443/api/csrf-token,13,0,0
1751381997655,32,POST Museum Travel Plan,201,,Thread Group 1-1,text,true,,634,492,2,2,http://137.43.49.25:443/api/userplans,31,0,0
1751381997672,47,Delete Account,204,,Thread Group 1-2,,true,,393,317,2,2,http://137.43.49.25:443/api/user,0,0,0
1751381997720,64,GET POI Types,200,,Thread Group 1-2,text,true,,700,130,2,2,http://137.43.49.25:443/api/poitypes,43,0,0
1751381997688,200,GET Park Recommendations,200,,Thread Group 1-1,text,true,,245636,349,2,2,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,87,0,0
1751381997785,118,GET Weather,200,,Thread Group 1-2,text,true,,18980,163,2,2,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,118,0,0
1751381997904,18,GET Zone Busyness,200,,Thread Group 1-2,text,true,,487,185,2,2,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,18,0,0
1751381997889,49,POST Park Travel Plan,201,,Thread Group 1-1,text,true,,632,483,2,2,http://137.43.49.25:443/api/userplans,49,0,0
1751381997924,113,Post Account,201,,Thread Group 1-2,text,true,,582,247,2,2,http://137.43.49.25:443/api/register,113,0,0
1751381998037,102,Post Login,200,,Thread Group 1-2,,true,,490,233,2,2,http://137.43.49.25:443/api/login,102,0,0
1751381998140,31,GET CSRF Token,200,,Thread Group 1-2,text,true,,564,185,2,2,http://137.43.49.25:443/api/csrf-token,31,0,0
1751381998173,28,Post User Picture,201,,Thread Group 1-2,text,true,,578,9347,2,2,http://137.43.49.25:443/api/user/picture,28,0,0
1751381998201,15,GET User Details,200,,Thread Group 1-2,text,true,,620,231,2,2,http://137.43.49.25:443/api/user,15,0,0
1751381998217,19,GET User Picture,200,,Thread Group 1-2,bin,true,,9295,231,2,2,http://137.43.49.25:443/api/user/picture/user_605_istockphoto-1337144146-612x612.jpg,19,0,0
1751381997939,344,GET List of Recommendations,200,,Thread Group 1-1,text,true,,1217,1360,2,2,http://137.43.49.25:443/api/pois/recommendation,337,0,0
1751381998283,34,POST Travel Plans,201,,Thread Group 1-1,text,true,,1048,979,2,2,http://137.43.49.25:443/api/userplans/multiple,33,0,0
1751381998323,23,Delete Museum Travel Plan,204,,Thread Group 1-1,,true,,393,295,2,2,http://137.43.49.25:443/api/userplans/3214,0,0,0
1751381998347,27,Delete Parts of Travel Plan,204,,Thread Group 1-1,,true,,393,303,2,2,http://137.43.49.25:443/api/userplans,0,0,0
1751381998236,140,PUT User Details,200,,Thread Group 1-2,text,true,,620,310,2,2,http://137.43.49.25:443/api/user,140,0,0
1751381998374,22,GET Travel Plans,200,,Thread Group 1-1,text,true,,932,268,2,2,http://137.43.49.25:443/api/userplans,22,0,0
1751381998376,47,GET Museum Recommendations,200,,Thread Group 1-2,text,true,,37238,328,2,2,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,39,0,0
1751381998398,28,PUT Travel Plan,200,,Thread Group 1-1,text,true,,632,462,2,2,http://137.43.49.25:443/api/userplans/3215,27,0,0
1751381998426,10,Post Logout,200,,Thread Group 1-1,,true,,498,317,2,2,http://137.43.49.25:443/api/logout,10,0,0
1751381998424,23,POST Museum Travel Plan,201,,Thread Group 1-2,text,true,,634,492,2,2,http://137.43.49.25:443/api/userplans,23,0,0
1751381998436,125,Post Login,200,,Thread Group 1-1,,true,,490,233,3,3,http://137.43.49.25:443/api/login,125,0,0
1751381998448,164,GET Park Recommendations,200,,Thread Group 1-2,text,true,,245636,349,3,3,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,64,0,0
1751381998562,50,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,50,0,0
1751381998532,110,GET POI Types,200,,Thread Group 1-3,text,true,,700,130,3,3,http://137.43.49.25:443/api/poitypes,110,0,57
1751381998613,42,Delete Account,204,,Thread Group 1-1,,true,,393,317,3,3,http://137.43.49.25:443/api/user,0,0,0
1751381998613,43,POST Park Travel Plan,201,,Thread Group 1-2,text,true,,632,483,3,3,http://137.43.49.25:443/api/userplans,43,0,0
1751381998657,19,GET POI Types,200,,Thread Group 1-1,text,true,,700,130,3,3,http://137.43.49.25:443/api/poitypes,18,0,0
1751381998643,82,GET Weather,200,,Thread Group 1-3,text,true,,18980,163,3,3,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,73,0,0
1751381998726,12,GET Zone Busyness,200,,Thread Group 1-3,text,true,,487,185,3,3,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,12,0,0
1751381998676,173,GET Weather,200,,Thread Group 1-1,text,true,,18980,163,3,3,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,173,0,0
1751381998849,12,GET Zone Busyness,200,,Thread Group 1-1,text,true,,487,185,3,3,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,12,0,0
1751381998738,142,Post Account,201,,Thread Group 1-3,text,true,,582,247,3,3,http://137.43.49.25:443/api/register,142,0,0
1751381998862,108,Post Account,201,,Thread Group 1-1,text,true,,582,247,3,3,http://137.43.49.25:443/api/register,108,0,0
1751381998882,105,Post Login,200,,Thread Group 1-3,,true,,490,233,3,3,http://137.43.49.25:443/api/login,105,0,0
1751381998989,16,GET CSRF Token,200,,Thread Group 1-3,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,16,0,0
1751381999005,32,Post User Picture,201,,Thread Group 1-3,text,true,,578,9332,3,3,http://137.43.49.25:443/api/user/picture,32,0,0
1751381999038,16,GET User Details,200,,Thread Group 1-3,text,true,,620,231,3,3,http://137.43.49.25:443/api/user,15,0,0
1751381999055,11,GET User Picture,200,,Thread Group 1-3,bin,true,,9295,231,3,3,http://137.43.49.25:443/api/user/picture/user_606_istockphoto-1337144146-612x612.jpg,10,0,0
1751381998657,410,GET List of Recommendations,200,,Thread Group 1-2,text,true,,1217,1360,3,3,http://137.43.49.25:443/api/pois/recommendation,400,0,0
1751381998971,116,Post Login,200,,Thread Group 1-1,,true,,490,233,3,3,http://137.43.49.25:443/api/login,116,0,0
1751381999067,23,POST Travel Plans,201,,Thread Group 1-2,text,true,,1048,979,3,3,http://137.43.49.25:443/api/userplans/multiple,23,0,0
1751381999088,10,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,10,0,0
1751381999092,28,Delete Museum Travel Plan,204,,Thread Group 1-2,,true,,393,295,3,3,http://137.43.49.25:443/api/userplans/3220,0,0,0
1751381999098,29,Post User Picture,201,,Thread Group 1-1,text,true,,578,9347,3,3,http://137.43.49.25:443/api/user/picture,29,0,0
1751381999127,17,GET User Details,200,,Thread Group 1-1,text,true,,620,231,3,3,http://137.43.49.25:443/api/user,16,0,0
1751381999121,25,Delete Parts of Travel Plan,204,,Thread Group 1-2,,true,,393,303,3,3,http://137.43.49.25:443/api/userplans,0,0,0
1751381999145,18,GET User Picture,200,,Thread Group 1-1,bin,true,,9295,231,3,3,http://137.43.49.25:443/api/user/picture/user_607_istockphoto-1337144146-612x612.jpg,18,0,0
1751381999147,18,GET Travel Plans,200,,Thread Group 1-2,text,true,,932,268,3,3,http://137.43.49.25:443/api/userplans,18,0,0
1751381999066,117,PUT User Details,200,,Thread Group 1-3,text,true,,620,310,3,3,http://137.43.49.25:443/api/user,117,0,0
1751381999165,24,PUT Travel Plan,200,,Thread Group 1-2,text,true,,632,462,3,3,http://137.43.49.25:443/api/userplans/3221,24,0,0
1751381999190,9,Post Logout,200,,Thread Group 1-2,,true,,498,317,3,3,http://137.43.49.25:443/api/logout,9,0,0
1751381999184,42,GET Museum Recommendations,200,,Thread Group 1-3,text,true,,37238,328,3,3,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,27,0,0
1751381999227,21,POST Museum Travel Plan,201,,Thread Group 1-3,text,true,,634,492,3,3,http://137.43.49.25:443/api/userplans,21,0,0
1751381999163,112,PUT User Details,200,,Thread Group 1-1,text,true,,620,310,3,3,http://137.43.49.25:443/api/user,112,0,0
1751381999276,30,GET Museum Recommendations,200,,Thread Group 1-1,text,true,,37238,328,3,3,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,27,0,0
1751381999200,106,Post Login,200,,Thread Group 1-2,,true,,490,233,3,3,http://137.43.49.25:443/api/login,106,0,0
1751381999307,27,POST Museum Travel Plan,201,,Thread Group 1-1,text,true,,634,492,3,3,http://137.43.49.25:443/api/userplans,27,0,0
1751381999308,40,GET CSRF Token,200,,Thread Group 1-2,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,39,0,0
1751381999251,124,GET Park Recommendations,200,,Thread Group 1-3,text,true,,245636,349,3,3,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,66,0,0
1751381999349,30,Delete Account,204,,Thread Group 1-2,,true,,393,317,3,3,http://137.43.49.25:443/api/user,0,0,0
1751381999376,39,POST Park Travel Plan,201,,Thread Group 1-3,text,true,,632,483,3,3,http://137.43.49.25:443/api/userplans,39,0,0
1751381999380,35,GET POI Types,200,,Thread Group 1-2,text,true,,700,130,3,3,http://137.43.49.25:443/api/poitypes,35,0,0
1751381999336,136,GET Park Recommendations,200,,Thread Group 1-1,text,true,,245636,349,3,3,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,60,0,0
1751381999415,80,GET Weather,200,,Thread Group 1-2,text,true,,18980,163,3,3,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,77,0,0
1751381999472,29,POST Park Travel Plan,201,,Thread Group 1-1,text,true,,632,483,3,3,http://137.43.49.25:443/api/userplans,29,0,0
1751381999496,14,GET Zone Busyness,200,,Thread Group 1-2,text,true,,487,185,3,3,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,14,0,0
1751381999510,162,Post Account,201,,Thread Group 1-2,text,true,,582,247,3,3,http://137.43.49.25:443/api/register,161,0,0
1751381999416,358,GET List of Recommendations,200,,Thread Group 1-3,text,true,,1217,1360,3,3,http://137.43.49.25:443/api/pois/recommendation,349,0,0
1751381999674,102,Post Login,200,,Thread Group 1-2,,true,,490,233,3,3,http://137.43.49.25:443/api/login,102,0,0
1751381999776,10,GET CSRF Token,200,,Thread Group 1-2,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,10,0,0
1751381999774,30,POST Travel Plans,201,,Thread Group 1-3,text,true,,1048,979,3,3,http://137.43.49.25:443/api/userplans/multiple,30,0,0
1751381999786,23,Post User Picture,201,,Thread Group 1-2,text,true,,578,9338,3,3,http://137.43.49.25:443/api/user/picture,23,0,0
1751381999810,15,GET User Details,200,,Thread Group 1-2,text,true,,620,231,3,3,http://137.43.49.25:443/api/user,15,0,0
1751381999806,25,Delete Museum Travel Plan,204,,Thread Group 1-3,,true,,393,295,3,3,http://137.43.49.25:443/api/userplans/3226,0,0,0
1751381999501,332,GET List of Recommendations,200,,Thread Group 1-1,text,true,,1217,1360,3,3,http://137.43.49.25:443/api/pois/recommendation,319,0,0
1751381999826,16,GET User Picture,200,,Thread Group 1-2,bin,true,,9295,231,3,3,http://137.43.49.25:443/api/user/picture/user_608_istockphoto-1337144146-612x612.jpg,16,0,0
1751381999831,19,Delete Parts of Travel Plan,204,,Thread Group 1-3,,true,,393,303,3,3,http://137.43.49.25:443/api/userplans,0,0,0
1751381999833,26,POST Travel Plans,201,,Thread Group 1-1,text,true,,1048,979,3,3,http://137.43.49.25:443/api/userplans/multiple,26,0,0
1751381999851,19,GET Travel Plans,200,,Thread Group 1-3,text,true,,932,268,3,3,http://137.43.49.25:443/api/userplans,19,0,0
1751381999859,26,Delete Museum Travel Plan,204,,Thread Group 1-1,,true,,393,295,3,3,http://137.43.49.25:443/api/userplans/3227,0,0,0
1751381999871,14,PUT Travel Plan,200,,Thread Group 1-3,text,true,,632,462,3,3,http://137.43.49.25:443/api/userplans/3228,13,0,0
1751381999885,10,Post Logout,200,,Thread Group 1-3,,true,,498,317,3,3,http://137.43.49.25:443/api/logout,10,0,0
1751381999885,20,Delete Parts of Travel Plan,204,,Thread Group 1-1,,true,,393,303,3,3,http://137.43.49.25:443/api/userplans,0,0,0
1751381999906,13,GET Travel Plans,200,,Thread Group 1-1,text,true,,932,268,3,3,http://137.43.49.25:443/api/userplans,13,0,0
1751381999922,18,PUT Travel Plan,200,,Thread Group 1-1,text,true,,632,462,3,3,http://137.43.49.25:443/api/userplans/3229,18,0,0
1751381999940,15,Post Logout,200,,Thread Group 1-1,,true,,498,317,3,3,http://137.43.49.25:443/api/logout,15,0,0
1751381999843,121,PUT User Details,200,,Thread Group 1-2,text,true,,620,310,3,3,http://137.43.49.25:443/api/user,121,0,0
1751381999965,31,GET Museum Recommendations,200,,Thread Group 1-2,text,true,,37238,328,3,3,http://137.43.49.25:443/api/pois?poiTypeName=museum&dateTime=2025-07-13T09:30:00.000000Z&limit=1000&transitType=bus&latitude=40.728&longitude=-73.999,31,0,0
1751381999896,108,Post Login,200,,Thread Group 1-3,,true,,490,233,3,3,http://137.43.49.25:443/api/login,108,0,0
1751381999997,24,POST Museum Travel Plan,201,,Thread Group 1-2,text,true,,634,492,3,3,http://137.43.49.25:443/api/userplans,24,0,0
1751382000005,11,GET CSRF Token,200,,Thread Group 1-3,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,11,0,0
1751381999956,105,Post Login,200,,Thread Group 1-1,,true,,490,233,3,3,http://137.43.49.25:443/api/login,105,0,0
1751382000027,35,Delete Account,204,,Thread Group 1-3,,true,,393,317,3,3,http://137.43.49.25:443/api/user,0,0,0
1751382000061,33,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,30,0,0
1751382000062,35,GET POI Types,200,,Thread Group 1-3,text,true,,700,130,3,3,http://137.43.49.25:443/api/poitypes,35,0,0
1751382000027,121,GET Park Recommendations,200,,Thread Group 1-2,text,true,,245636,349,3,3,http://137.43.49.25:443/api/pois?poiTypeName=park&dateTime=2025-07-13T11:00:00.779042Z&limit=1000&transitType=walk&latitude=40.69913810666333&longitude=-74.03949152484903,42,0,0
1751382000095,53,Delete Account,204,,Thread Group 1-1,,true,,393,317,3,3,http://137.43.49.25:443/api/user,0,0,0
1751382000150,21,GET POI Types,200,,Thread Group 1-1,text,true,,700,130,3,3,http://137.43.49.25:443/api/poitypes,21,0,0
1751382000150,29,POST Park Travel Plan,201,,Thread Group 1-2,text,true,,632,483,3,3,http://137.43.49.25:443/api/userplans,29,0,0
1751382000098,115,GET Weather,200,,Thread Group 1-3,text,true,,18980,163,3,3,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,109,0,0
1751382000213,10,GET Zone Busyness,200,,Thread Group 1-3,text,true,,487,185,3,3,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,10,0,0
1751382000172,71,GET Weather,200,,Thread Group 1-1,text,true,,18980,163,3,3,http://137.43.49.25:443/api/weather?latitude=40.728&longitude=-73.999,70,0,0
1751382000244,11,GET Zone Busyness,200,,Thread Group 1-1,text,true,,487,185,3,3,http://137.43.49.25:443/api/zones/114?predictedHours=3&dateTime=2025-07-13T09:00:00.000000Z,11,0,0
1751382000223,122,Post Account,201,,Thread Group 1-3,text,true,,582,247,3,3,http://137.43.49.25:443/api/register,122,0,0
1751382000256,107,Post Account,201,,Thread Group 1-1,text,true,,582,247,3,3,http://137.43.49.25:443/api/register,106,0,0
1751382000346,97,Post Login,200,,Thread Group 1-3,,true,,490,233,3,3,http://137.43.49.25:443/api/login,97,0,0
1751382000444,9,GET CSRF Token,200,,Thread Group 1-3,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,8,0,0
1751382000364,100,Post Login,200,,Thread Group 1-1,,true,,490,233,3,3,http://137.43.49.25:443/api/login,100,0,0
1751382000464,9,GET CSRF Token,200,,Thread Group 1-1,text,true,,564,185,3,3,http://137.43.49.25:443/api/csrf-token,9,0,0
1751382000454,24,Post User Picture,201,,Thread Group 1-3,text,true,,578,9332,3,3,http://137.43.49.25:443/api/user/picture,24,0,0
1751382000478,14,GET User Details,200,,Thread Group 1-3,text,true,,620,231,3,3,http://137.43.49.25:443/api/user,14,0,0
1751382000474,21,Post User Picture,201,,Thread Group 1-1,text,true,,578,9335,3,3,http://137.43.49.25:443/api/user/picture,21,0,0
1751382000493,15,GET User Picture,200,,Thread Group 1-3,bin,true,,9295,231,3,3,http://137.43.49.25:443/api/user/picture/user_609_istockphoto-1337144146-612x612.jpg,15,0,0
1751382000495,47,GET User Details,200,,Thread Group 1-1,text,true,,620,231,3,3,http://137.43.49.25:443/api/user,47,0,0
1751382000542,18,GET User Picture,200,,Thread Group 1-1,bin,true,,9295,231,3,3,http://137.43.49.25:443/api/user/picture/user_610_istockphoto-1337144146-612x612.jpg,18,0,0
1751382000179,397,GET List of Recommendations,200,,Thread Group 1-2,text,true,,1217,1360,3,3,http://137.43.49.25:443/api/pois/recommendation,393,0,0
1751382000577,23,POST Travel Plans,201,,Thread Group 1-2,text,true,,1048,979,3,3,http://137.43.49.25:443/api/userplans/multiple,22,0,0
1751382000600,19,Delete Museum Travel Plan,204,,Thread Group 1-2,,true,,393,295,3,3,http://137.43.49.25:443/api/userplans/3238,0,0,0
1751382000620,19,Delete Parts of Travel Plan,204,,Thread Group 1-2,,true,,393,303,3,3,http://137.43.49.25:443/api/userplans,0,0,0
1751382000640,16,GET Travel Plans,200,,Thread Group 1-2,text,true,,932,268,3,3,http://137.43.49.25:443/api/userplans,13,0,0
1751382000508,154,PUT User Details,200,,Thread Group 1-3,text,true,,620,310,3,3,http://137.43.49.25:443/api/user,154,0,0
1751382000658,18,PUT Travel Plan,200,,Thread Group 1-2,text,true,,632,462,3,3,http://137.43.49.25:443/api/userplans/3239,18,0,0
1751382000560,118,PUT User Details,200,,Thread Group 1-1,text,true,,620,310,3,3,http://137.43.49.25:443/api/user,117,0,0
